id,fails,passes,Priority,CreatedDate,Steps,LastResult
11616,3,1,2,2021-11-16,6,1
11617,1,10,1,2021-10-20,26,0
11618,1,2,3,2021-10-16,15,1
11619,6,7,2,2021-10-13,13,0
11620,5,10,2,2021-12-24,12,0
11621,2,3,3,2021-09-06,13,1
11622,7,9,3,2021-10-13,12,0
11623,9,3,3,2021-08-01,14,1
11624,5,4,2,2021-11-13,19,0
11625,6,9,2,2021-12-21,20,1
11626,9,1,3,2021-12-15,7,1
11627,2,2,2,2021-12-21,29,0
11628,4,5,1,2021-10-27,26,1
11629,1,10,3,2021-11-23,27,1
11630,8,1,3,2021-08-15,11,0
11631,10,6,1,2021-11-02,28,1
11632,9,4,3,2021-08-28,7,1
11633,5,6,3,2021-12-10,20,0
11634,2,5,2,2021-08-07,8,0
11635,4,7,2,2021-08-18,11,1
11636,5,4,2,2021-11-01,18,0
11637,5,1,3,2021-08-14,30,1
11638,9,10,1,2021-12-02,24,1
11639,2,7,2,2021-08-05,1,0
11640,1,5,2,2021-10-28,4,0
11641,1,4,2,2021-10-08,13,1
11642,9,7,3,2021-08-13,7,1
11643,2,7,3,2021-10-29,15,0
11644,3,9,2,2021-12-09,4,0
11645,7,10,2,2021-10-23,16,0
11646,8,8,3,2021-08-24,19,1
11647,1,10,2,2021-08-31,26,1
11648,7,5,3,2021-12-12,26,0
11649,9,5,2,2021-08-28,12,1
11650,7,7,1,2021-08-21,4,1
11651,1,1,2,2021-10-04,5,1
11652,1,4,1,2021-09-04,18,0
11653,8,2,3,2021-12-23,18,0
11654,10,7,3,2021-10-20,25,1
11655,3,5,3,2021-11-27,20,1
11656,5,9,2,2021-08-01,29,1
11657,10,1,2,2021-12-15,12,0
11658,7,5,2,2021-11-09,8,1
11659,3,7,1,2021-09-18,24,1
11660,7,5,2,2021-09-30,11,1
11661,7,2,3,2021-09-10,7,1
11662,9,7,1,2021-12-03,16,0
11663,1,3,1,2021-10-07,21,1
11664,3,4,3,2021-10-23,28,1
11665,2,10,2,2021-08-09,27,0
11666,2,8,3,2021-10-12,30,0
11667,3,2,2,2021-11-23,25,0
11668,1,5,1,2021-09-05,3,1
11669,6,8,3,2021-08-14,12,0
11670,8,10,3,2021-11-19,9,0
11671,10,3,2,2021-10-08,18,1
11672,9,5,3,2021-12-24,20,0
11673,10,3,1,2021-09-26,15,1
11674,5,1,3,2021-09-20,17,0
11675,7,1,2,2021-12-02,25,1
11676,10,3,1,2021-09-01,1,1
11677,4,4,3,2021-09-21,24,1
11678,3,5,1,2021-11-06,17,1
11679,8,10,3,2021-12-04,29,0
11680,1,5,1,2021-10-08,9,0
11681,6,1,3,2021-09-19,3,0
11682,10,1,3,2021-11-07,21,1
11683,8,2,2,2021-09-09,17,1
11684,7,1,1,2021-09-06,28,1
11685,1,3,1,2021-09-07,30,1
11686,3,2,1,2021-12-05,1,0
11687,9,3,1,2021-08-27,21,0
11688,2,6,2,2021-12-14,25,0
11689,2,2,1,2021-09-05,30,1
11690,10,6,2,2021-09-10,20,0
11691,6,1,2,2021-08-12,12,1
11692,6,3,1,2021-12-21,5,1
11693,3,8,2,2021-11-12,29,0
11694,4,4,1,2021-12-30,8,1
11695,8,9,2,2021-12-29,28,1
11696,3,1,2,2021-12-21,19,0
11697,6,9,1,2021-11-26,30,1
11698,7,3,2,2021-08-24,22,1
11699,2,2,3,2021-12-13,22,0
11700,1,7,3,2021-11-16,19,0
11701,1,4,1,2021-11-10,22,1
11702,5,4,3,2021-12-07,2,1
11703,6,10,2,2021-09-19,24,1
11704,3,4,1,2021-10-24,8,0
11705,8,1,2,2021-12-02,8,1
11706,5,7,1,2021-11-27,25,0
11707,3,5,1,2021-09-06,7,1
11708,7,7,1,2021-11-22,11,1
11709,10,3,2,2021-09-01,5,0
11710,5,9,2,2021-11-30,25,1
11711,6,8,3,2021-11-28,23,0
11712,3,10,1,2021-08-23,29,0
11713,3,2,2,2021-09-20,10,0
11714,8,10,3,2021-08-27,29,0
11715,2,6,2,2021-08-29,1,0
11716,1,4,2,2021-09-23,20,1
11717,2,7,3,2021-11-26,12,1
11718,4,4,1,2021-09-19,6,1
11719,9,2,1,2021-10-21,29,0
11720,8,4,2,2021-09-05,5,1
11721,10,6,3,2021-12-08,18,1
11722,7,4,1,2021-10-25,28,0
11723,4,3,3,2021-10-31,10,0
11724,10,5,3,2021-11-07,8,0
11725,4,8,3,2021-10-07,17,0
11726,10,2,3,2021-10-07,17,1
11727,6,2,2,2021-10-14,7,0
11728,5,3,3,2021-11-04,4,1
11729,9,10,1,2021-11-05,27,1
11730,9,5,2,2021-08-25,27,1
11731,2,7,3,2021-12-25,18,0
11732,9,6,3,2021-12-08,30,0
11733,5,6,2,2021-12-07,19,0
11734,5,3,3,2021-09-24,10,0
11735,10,3,3,2021-11-05,8,1
11736,8,7,2,2021-08-31,8,0
11737,4,8,2,2021-09-11,27,0
11738,4,1,2,2021-10-28,16,0
11739,3,5,1,2021-10-12,21,0
11740,1,3,3,2021-10-31,18,0
11741,8,7,2,2021-10-16,22,0
11742,8,4,2,2021-12-20,11,1
11743,8,7,3,2021-09-12,9,1
11744,4,10,3,2021-08-08,6,1
11745,8,5,2,2021-11-01,15,0
11746,8,5,2,2021-10-18,25,1
11747,4,5,2,2021-08-27,6,1
11748,6,9,3,2021-12-11,14,0
11749,7,4,1,2021-08-06,4,1
11750,6,3,1,2021-08-21,25,1
11751,3,4,2,2021-08-26,19,0
11752,9,9,2,2021-08-18,1,1
11753,4,1,1,2021-10-27,14,0
11754,10,3,3,2021-09-24,20,1
11755,8,4,2,2021-09-07,22,0
11756,3,8,1,2021-11-02,6,0
11757,1,10,2,2021-12-29,23,0
11758,6,2,3,2021-09-30,27,0
11759,2,8,3,2021-12-02,8,1
11760,2,2,3,2021-12-01,28,1
11761,6,3,1,2021-09-21,27,0
11762,10,7,1,2021-09-27,4,1
11763,2,7,3,2021-09-04,6,0
11764,7,2,2,2021-11-05,29,0
11765,4,10,3,2021-08-05,18,0
11766,5,1,1,2021-09-23,24,1
11767,10,1,1,2021-12-18,17,1
11768,9,4,2,2021-10-21,22,0
11769,10,7,1,2021-09-28,20,0
11770,3,9,3,2021-12-08,7,1
11771,2,5,1,2021-08-15,23,1
11772,4,10,2,2021-10-15,27,0
11773,7,3,2,2021-08-24,2,0
11774,5,10,3,2021-11-26,8,1
11775,1,4,3,2021-08-29,25,0
11776,8,1,3,2021-12-28,28,0
11777,3,4,1,2021-10-30,28,0
11778,9,4,2,2021-09-22,2,0
11779,3,4,3,2021-08-10,1,0
11780,6,7,3,2021-10-18,8,1
11781,9,9,3,2021-12-02,6,1
11782,9,8,3,2021-08-27,2,0
11783,10,8,1,2021-09-22,2,0
11784,8,8,2,2021-09-24,22,1
11785,1,7,3,2021-10-09,8,1
11786,9,4,2,2021-11-22,27,1
11787,6,6,2,2021-11-08,5,0
11788,6,7,3,2021-12-10,2,0
11789,1,4,1,2021-08-01,28,0
11790,6,3,3,2021-11-18,7,0
11791,1,9,3,2021-10-01,24,1
11792,4,9,2,2021-10-29,3,1
11793,8,6,1,2021-10-19,23,0
11794,3,5,1,2021-11-05,18,0
11795,4,2,2,2021-10-20,2,1
11796,8,2,3,2021-09-20,9,1
11797,4,7,3,2021-09-23,12,0
11798,3,2,3,2021-10-29,29,1
11799,9,8,3,2021-10-09,14,1
11800,7,5,1,2021-10-09,18,1
11801,5,9,1,2021-09-21,25,0
11802,2,7,2,2021-10-20,20,1
11803,3,10,2,2021-08-28,10,0
11804,1,10,3,2021-09-02,14,1
11805,7,9,2,2021-11-06,11,1
11806,10,9,1,2021-11-19,28,1
11807,4,3,3,2021-12-26,5,0
11808,9,4,2,2021-09-21,29,1
11809,5,6,1,2021-09-14,27,1
11810,7,1,3,2021-10-23,24,1
11811,8,1,1,2021-10-13,13,1
11812,7,3,3,2021-08-27,26,1
11813,2,5,2,2021-11-27,12,1
11814,10,7,2,2021-10-05,21,1
11815,8,8,1,2021-12-03,11,1
11816,6,6,1,2021-11-03,11,0
11817,4,1,2,2021-08-14,7,1
11818,4,3,2,2021-10-31,5,0
11819,2,1,3,2021-11-16,18,0
11820,4,10,1,2021-08-09,29,1
11821,1,7,3,2021-11-22,4,0
11822,4,2,2,2021-09-26,11,0
11823,1,4,3,2021-09-04,15,1
11824,7,8,2,2021-11-05,12,1
11825,2,7,2,2021-08-30,4,1
11826,10,2,3,2021-09-06,20,1
11827,9,8,3,2021-12-17,12,1
11828,8,8,3,2021-12-10,28,0
11829,6,6,1,2021-08-03,13,1
11830,5,7,1,2021-10-18,22,0
11831,6,4,1,2021-11-21,3,0
11832,7,7,2,2021-10-05,3,0
11833,10,8,3,2021-09-26,30,0
11834,5,3,1,2021-09-29,23,1
11835,1,6,3,2021-12-04,30,0
11836,3,7,2,2021-11-05,26,0
11837,4,1,2,2021-09-10,27,1
11838,10,5,2,2021-08-19,7,0
11839,3,3,3,2021-08-24,21,1
11840,5,7,3,2021-12-05,16,0
11841,9,5,1,2021-09-04,20,1
11842,5,1,2,2021-11-14,12,1
11843,3,5,3,2021-09-14,26,1
11844,3,2,3,2021-09-14,22,0
11845,5,9,1,2021-11-27,14,0
11846,2,7,1,2021-08-26,14,1
11847,5,1,2,2021-08-21,9,0
11848,5,1,1,2021-08-01,9,0
11849,4,10,2,2021-09-24,14,0
11850,4,3,2,2021-08-03,1,1
11851,5,5,3,2021-10-11,15,0
11852,2,6,1,2021-08-15,5,1
11853,8,8,2,2021-11-28,13,1
11854,8,1,2,2021-09-25,9,0
11855,2,7,1,2021-09-13,16,1
11856,4,9,1,2021-09-02,23,0
11857,5,8,3,2021-09-30,19,0
11858,4,1,3,2021-12-17,3,1
11859,8,10,1,2021-10-02,21,1
11860,3,1,3,2021-08-11,28,0
11861,5,3,2,2021-08-27,22,1
11862,8,1,1,2021-10-08,13,0
11863,6,3,2,2021-12-24,6,0
11864,7,8,3,2021-09-08,11,1
11865,10,10,2,2021-11-14,1,1
11866,1,10,2,2021-09-28,10,0
11867,5,10,2,2021-09-11,4,1
11868,2,3,2,2021-08-01,25,1
11869,6,3,1,2021-10-02,17,0
11870,3,2,1,2021-09-06,8,0
11871,6,2,1,2021-09-03,5,0
11872,8,8,3,2021-08-17,4,0
11873,6,4,3,2021-10-28,11,0
11874,9,6,2,2021-08-01,19,0
11875,6,1,1,2021-12-07,23,0
11876,10,9,2,2021-10-20,2,0
11877,5,1,1,2021-09-27,16,1
11878,1,6,3,2021-11-27,22,1
11879,2,4,3,2021-08-20,29,0
11880,3,6,3,2021-11-30,13,0
11881,7,8,1,2021-09-14,28,1
11882,10,2,2,2021-11-10,23,0
11883,10,7,1,2021-12-10,27,1
11884,2,7,3,2021-10-23,3,0
11885,6,2,1,2021-11-05,23,0
11886,7,1,2,2021-09-16,11,0
11887,7,5,3,2021-10-15,1,1
11888,5,1,1,2021-12-06,27,1
11889,7,2,2,2021-10-24,7,0
11890,8,10,1,2021-12-11,13,1
11891,9,6,3,2021-11-09,27,1
11892,7,6,1,2021-11-06,12,1
11893,7,8,1,2021-12-11,23,1
11894,4,6,3,2021-12-17,8,0
11895,8,2,2,2021-10-09,11,1
11896,1,1,2,2021-11-07,28,1
11897,8,3,2,2021-11-18,7,0
11898,5,1,2,2021-10-07,10,1
11899,9,7,2,2021-12-19,2,1
11900,8,1,1,2021-08-28,10,1
11901,10,7,2,2021-09-14,4,0
11902,2,9,3,2021-08-06,10,0
11903,4,9,1,2021-11-29,22,1
11904,4,9,1,2021-11-19,20,1
11905,3,8,2,2021-08-09,11,1
11906,1,2,1,2021-10-27,3,0
11907,1,5,2,2021-09-03,3,0
11908,8,7,1,2021-12-13,10,0
11909,1,5,1,2021-08-01,27,1
11910,1,2,2,2021-12-11,14,0
11911,1,10,3,2021-08-05,27,1
11912,3,7,1,2021-08-13,8,0
11913,2,6,1,2021-08-22,23,0
11914,1,6,2,2021-09-27,30,1
11915,10,8,1,2021-08-15,1,1
11916,3,2,3,2021-10-26,26,1
11917,4,6,1,2021-09-15,20,1
11918,10,4,3,2021-08-27,21,0
11919,5,10,1,2021-12-16,21,0
11920,10,5,3,2021-09-07,29,1
11921,2,8,3,2021-11-30,1,1
11922,10,8,3,2021-12-24,17,1
11923,10,4,1,2021-11-07,12,0
11924,10,10,2,2021-12-29,9,1
11925,5,6,3,2021-11-29,8,0
11926,6,5,2,2021-09-07,7,1
11927,9,7,2,2021-10-02,11,1
11928,7,5,2,2021-12-05,24,1
11929,2,6,2,2021-11-03,27,1
11930,5,5,1,2021-10-05,22,0
11931,4,9,2,2021-11-15,26,0
11932,8,6,2,2021-08-09,4,1
11933,9,4,1,2021-11-01,22,0
11934,4,8,2,2021-12-03,23,0
11935,9,3,2,2021-11-21,17,0
11936,7,1,2,2021-09-20,2,1
11937,3,4,3,2021-10-17,2,1
11938,5,10,2,2021-10-27,27,1
11939,4,8,3,2021-09-25,11,1
11940,5,2,1,2021-12-21,25,1
11941,8,1,3,2021-08-12,23,0
11942,6,7,1,2021-08-17,16,1
11943,8,4,1,2021-08-18,8,0
11944,8,5,2,2021-08-05,5,0
11945,10,4,2,2021-12-03,15,0
11946,7,1,1,2021-10-20,2,1
11947,3,2,3,2021-08-18,13,0
11948,9,9,1,2021-12-02,13,1
11949,4,9,3,2021-08-09,29,0
11950,9,10,2,2021-09-10,16,1
11951,8,6,3,2021-11-05,5,0
11952,10,2,3,2021-08-24,26,1
11953,5,7,1,2021-09-12,3,0
11954,10,5,2,2021-08-29,5,1
11955,5,3,3,2021-11-24,27,0
11956,8,9,2,2021-09-28,14,1
11957,7,1,2,2021-08-21,29,1
11958,7,2,1,2021-10-05,5,1
11959,3,6,1,2021-12-12,1,1
11960,1,8,2,2021-08-28,13,1
11961,2,1,2,2021-11-25,18,1
11962,6,7,2,2021-12-27,13,0
11963,7,10,3,2021-08-23,27,1
11964,8,10,1,2021-10-11,11,0
11965,1,4,1,2021-10-09,24,1
11966,3,3,3,2021-12-05,2,0
11967,6,8,3,2021-11-30,13,0
11968,5,1,2,2021-11-01,4,0
11969,9,1,3,2021-09-02,3,1
11970,9,6,3,2021-10-02,12,1
11971,5,3,1,2021-09-01,20,0
11972,2,5,2,2021-12-19,21,0
11973,4,7,1,2021-12-10,27,0
11974,7,1,3,2021-11-15,24,1
11975,5,9,1,2021-11-03,23,0
11976,3,2,2,2021-12-09,16,0
11977,6,5,1,2021-11-11,29,1
11978,3,1,2,2021-09-18,8,0
11979,8,9,1,2021-12-03,29,1
11980,10,5,2,2021-12-21,4,0
11981,3,7,1,2021-08-31,6,0
11982,7,8,1,2021-11-27,16,1
11983,10,1,3,2021-10-20,1,0
11984,6,4,2,2021-12-15,4,1
11985,6,2,3,2021-09-04,28,1
11986,2,7,2,2021-08-21,28,0
11987,3,6,2,2021-12-18,29,1
11988,10,6,1,2021-08-15,3,0
11989,9,3,1,2021-08-05,5,0
11990,3,6,3,2021-10-13,30,1
11991,10,7,1,2021-11-17,2,0
11992,2,10,2,2021-11-03,13,0
11993,9,5,1,2021-08-22,22,0
11994,1,8,3,2021-12-04,28,0
11995,2,8,2,2021-12-22,19,1
11996,10,7,2,2021-09-07,8,0
11997,5,7,2,2021-12-17,5,0
11998,9,10,1,2021-09-26,26,1
11999,3,10,2,2021-08-02,15,0
12000,3,3,1,2021-08-23,1,0
12001,3,5,2,2021-12-05,21,0
12002,3,6,2,2021-08-12,1,1
12003,1,3,1,2021-11-19,16,0
12004,2,3,2,2021-09-12,9,1
12005,10,6,2,2021-12-20,16,1
12006,3,2,1,2021-08-07,9,1
12007,7,10,3,2021-10-03,20,0
12008,2,4,1,2021-10-06,17,0
12009,4,2,3,2021-08-09,28,0
12010,3,6,2,2021-08-02,10,0
12011,2,10,1,2021-08-22,21,1
12012,7,2,1,2021-10-23,23,1
12013,2,5,2,2021-08-14,23,0
12014,1,7,2,2021-10-26,14,1
12015,9,5,3,2021-08-28,19,0
12016,2,4,2,2021-10-11,17,1
12017,7,6,3,2021-09-08,26,0
12018,4,5,2,2021-10-22,17,1
12019,9,3,3,2021-08-02,24,1
12020,9,4,2,2021-10-25,23,1
12021,4,1,3,2021-08-01,7,0
12022,6,7,2,2021-08-06,17,1
12023,1,10,1,2021-10-18,3,1
12024,4,6,2,2021-10-09,5,0
12025,5,3,2,2021-09-05,24,1
12026,5,1,1,2021-10-02,14,0
12027,2,4,3,2021-12-09,11,0
12028,6,2,3,2021-11-12,12,1
12029,1,7,2,2021-08-16,27,1
12030,4,3,2,2021-12-03,2,1
12031,4,5,1,2021-08-27,25,0
12032,9,6,2,2021-08-30,6,1
12033,9,1,1,2021-10-12,10,1
12034,8,1,1,2021-11-30,4,1
12035,2,5,1,2021-10-17,11,0
12036,3,3,3,2021-10-30,1,0
12037,9,2,1,2021-10-01,21,0
12038,2,2,2,2021-11-13,3,1
12039,10,6,2,2021-12-06,23,0
12040,6,10,2,2021-09-21,19,1
12041,8,5,3,2021-08-09,11,0
12042,8,4,2,2021-12-04,8,0
12043,1,5,1,2021-12-25,9,0
12044,10,4,3,2021-12-28,15,1
12045,2,7,1,2021-10-24,11,1
12046,1,8,2,2021-08-02,13,0
12047,9,10,1,2021-09-25,7,1
12048,4,8,3,2021-10-13,23,0
12049,5,9,1,2021-08-21,26,0
12050,3,3,3,2021-12-28,8,1
12051,7,6,2,2021-10-29,8,1
12052,9,3,3,2021-11-29,14,1
12053,9,1,3,2021-10-19,9,0
12054,2,9,2,2021-12-16,2,1
12055,10,6,2,2021-10-06,18,0
12056,10,9,1,2021-08-04,29,1
12057,9,10,3,2021-12-23,19,0
12058,4,6,2,2021-10-18,21,0
12059,1,10,2,2021-12-10,30,1
12060,3,5,1,2021-11-27,10,1
12061,7,7,2,2021-11-15,9,0
12062,2,8,3,2021-08-20,15,1
12063,8,7,2,2021-12-01,5,0
12064,9,10,1,2021-08-11,17,0
12065,2,4,1,2021-08-07,1,1
12066,3,8,2,2021-11-04,28,0
12067,2,5,3,2021-12-02,3,0
12068,8,3,1,2021-12-04,27,0
12069,7,6,3,2021-12-06,25,1
12070,3,5,3,2021-08-12,22,0
12071,8,6,1,2021-12-07,14,0
12072,1,6,1,2021-09-14,30,1
12073,6,2,3,2021-08-18,17,0
12074,1,1,3,2021-11-04,30,0
12075,3,9,1,2021-08-13,24,0
12076,6,9,3,2021-10-25,15,0
12077,6,2,1,2021-10-14,8,0
12078,8,9,3,2021-08-04,14,1
12079,1,5,1,2021-09-13,1,1
12080,4,7,2,2021-08-13,26,1
12081,3,4,3,2021-11-15,29,0
12082,4,8,3,2021-10-23,28,1
12083,6,4,3,2021-08-19,1,1
12084,4,10,3,2021-12-16,22,1
12085,6,2,3,2021-09-12,15,1
12086,4,4,3,2021-09-16,17,1
12087,7,2,1,2021-10-30,1,1
12088,10,9,3,2021-11-12,1,0
12089,4,9,2,2021-08-24,7,1
12090,9,6,3,2021-10-16,14,1
12091,6,10,2,2021-10-05,11,1
12092,9,5,2,2021-12-28,21,0
12093,2,8,2,2021-09-07,22,1
12094,7,4,2,2021-08-14,16,1
12095,10,5,1,2021-08-02,4,1
12096,9,4,3,2021-09-09,23,1
12097,8,7,1,2021-12-03,7,0
12098,6,2,3,2021-08-31,23,0
12099,10,4,2,2021-09-12,29,1
12100,6,9,3,2021-09-03,18,1
12101,2,3,3,2021-11-28,19,0
12102,6,8,2,2021-12-03,12,1
12103,8,7,3,2021-10-09,10,0
12104,9,7,2,2021-08-18,20,1
12105,1,2,1,2021-12-09,16,1
12106,4,2,3,2021-10-17,14,0
12107,7,3,2,2021-08-05,29,1
12108,8,10,3,2021-11-25,15,1
12109,1,7,1,2021-10-27,23,0
12110,5,1,1,2021-11-07,17,0
12111,4,9,3,2021-11-24,22,0
12112,1,9,3,2021-10-27,4,1
12113,5,4,2,2021-12-25,2,1
12114,3,2,3,2021-08-10,16,1
12115,7,1,2,2021-10-24,14,0
12116,1,7,1,2021-10-03,6,0
12117,1,8,1,2021-11-04,24,0
12118,7,1,1,2021-12-25,23,1
12119,9,4,1,2021-08-02,10,0
12120,7,4,3,2021-08-27,24,1
12121,9,4,1,2021-08-14,23,0
12122,2,7,2,2021-12-13,19,0
12123,10,7,2,2021-12-05,2,0
12124,9,10,2,2021-10-26,20,0
12125,9,3,2,2021-12-27,20,0
12126,10,5,1,2021-10-22,16,0
12127,10,6,2,2021-10-20,12,0
12128,7,1,2,2021-10-27,2,0
12129,2,3,2,2021-11-04,24,0
12130,6,9,1,2021-11-05,30,1
12131,3,4,2,2021-09-30,5,1
12132,3,9,1,2021-10-14,17,1
12133,2,4,1,2021-10-09,15,1
12134,9,4,2,2021-12-18,24,1
12135,4,8,3,2021-08-11,11,1
12136,9,3,3,2021-10-16,21,1
12137,9,1,3,2021-11-24,16,0
12138,4,9,1,2021-09-21,7,1
12139,10,6,2,2021-11-19,5,1
12140,6,2,2,2021-11-12,22,1
12141,5,10,3,2021-08-18,13,0
12142,9,6,3,2021-08-18,30,0
12143,2,4,1,2021-10-22,27,1
12144,4,3,3,2021-08-03,24,0
12145,3,1,3,2021-10-20,11,1
12146,6,8,2,2021-10-17,22,0
12147,9,4,3,2021-10-17,21,1
12148,6,6,3,2021-08-09,30,0
12149,3,6,1,2021-12-08,17,1
12150,4,10,3,2021-11-18,6,1
12151,7,8,1,2021-09-12,9,1
12152,2,10,1,2021-10-08,3,0
12153,1,8,2,2021-10-23,6,1
12154,2,10,2,2021-08-28,29,1
12155,5,7,2,2021-12-29,23,1
12156,8,1,1,2021-12-18,20,0
12157,10,2,3,2021-10-15,5,1
12158,1,5,3,2021-12-23,7,1
12159,2,4,1,2021-11-18,7,1
12160,10,10,2,2021-10-29,12,1
12161,6,5,1,2021-11-23,30,0
12162,4,8,3,2021-12-09,6,0
12163,6,1,3,2021-12-04,6,1
12164,3,3,1,2021-09-20,23,1
12165,1,2,1,2021-10-02,7,1
12166,2,9,3,2021-11-29,13,1
12167,6,7,3,2021-11-10,28,0
12168,2,2,1,2021-08-21,7,1
12169,1,2,2,2021-08-26,9,1
12170,4,8,3,2021-12-29,14,0
12171,3,6,1,2021-12-22,27,0
12172,3,9,2,2021-10-22,13,1
12173,1,9,1,2021-11-15,9,0
12174,4,6,3,2021-10-27,27,1
12175,3,9,2,2021-12-28,2,0
12176,8,7,3,2021-12-21,4,0
12177,3,6,3,2021-12-12,6,1
12178,5,7,3,2021-09-17,23,1
12179,3,1,1,2021-08-25,1,0
12180,9,3,3,2021-11-17,27,0
12181,1,6,3,2021-10-12,13,1
12182,10,5,1,2021-08-10,25,1
12183,7,1,1,2021-10-15,22,1
12184,4,10,3,2021-08-16,2,1
12185,8,1,2,2021-10-01,25,0
12186,2,1,2,2021-09-08,15,1
12187,4,3,2,2021-09-29,25,1
12188,2,4,1,2021-12-22,10,1
12189,9,10,2,2021-10-28,4,1
12190,4,10,2,2021-09-14,28,0
12191,7,6,2,2021-08-31,16,0
12192,2,9,3,2021-10-04,13,0
12193,5,4,2,2021-12-08,17,0
12194,3,7,1,2021-10-22,16,1
12195,10,1,2,2021-12-29,19,0
12196,1,5,3,2021-12-04,29,1
12197,6,1,2,2021-11-27,24,0
12198,6,2,2,2021-12-11,14,1
12199,4,1,2,2021-08-02,19,1
12200,2,8,3,2021-10-20,1,1
12201,1,6,2,2021-09-13,3,1
12202,10,10,3,2021-11-02,3,1
12203,5,5,2,2021-10-30,1,1
12204,4,9,3,2021-08-10,1,0
12205,5,3,3,2021-09-22,29,0
12206,1,7,1,2021-08-31,4,1
12207,9,6,2,2021-12-23,14,0
12208,7,10,1,2021-10-07,5,1
12209,10,9,1,2021-10-14,6,0
12210,3,7,2,2021-09-07,25,1
12211,5,2,1,2021-10-03,12,0
12212,1,1,2,2021-08-17,19,0
12213,9,9,2,2021-12-11,14,1
12214,6,4,2,2021-09-29,25,1
12215,3,5,3,2021-08-22,6,0
12216,5,6,3,2021-12-19,27,1
12217,9,9,2,2021-08-22,1,1
12218,4,7,1,2021-12-24,1,0
12219,1,10,1,2021-09-07,2,1
12220,2,3,3,2021-12-26,14,0
12221,9,1,3,2021-11-15,26,0
12222,7,10,2,2021-12-08,29,0
12223,7,6,2,2021-09-25,20,1
12224,6,7,1,2021-12-01,4,0
12225,10,4,1,2021-09-21,24,0
12226,7,9,1,2021-11-19,12,0
12227,6,3,1,2021-08-29,15,0
12228,5,1,3,2021-10-11,5,1
12229,2,4,3,2021-08-26,10,0
12230,1,3,1,2021-10-01,9,1
12231,8,10,3,2021-10-21,8,1
12232,8,3,3,2021-09-11,21,0
12233,6,7,2,2021-11-25,7,1
12234,9,4,3,2021-11-28,27,0
12235,7,9,3,2021-12-24,23,1
12236,8,10,3,2021-12-30,12,1
12237,8,7,1,2021-10-01,26,1
12238,3,4,1,2021-10-12,15,0
12239,2,6,2,2021-11-06,8,0
12240,9,6,3,2021-08-18,4,0
12241,8,1,3,2021-08-23,6,1
12242,10,5,3,2021-08-27,27,1
12243,5,3,1,2021-09-12,29,0
12244,10,6,3,2021-09-02,7,1
12245,6,2,2,2021-09-09,1,0
12246,4,3,3,2021-11-15,1,0
12247,1,3,1,2021-10-02,30,1
12248,8,6,1,2021-09-15,20,1
12249,3,7,1,2021-12-21,22,1
12250,5,5,3,2021-10-24,15,0
12251,4,6,2,2021-09-08,24,0
12252,4,9,3,2021-09-01,11,0
12253,10,2,2,2021-08-05,23,1
12254,4,5,2,2021-09-20,8,1
12255,8,9,3,2021-08-23,29,0
12256,3,1,1,2021-10-28,3,0
12257,2,1,3,2021-08-31,7,1
12258,3,4,2,2021-12-10,22,1
12259,1,10,3,2021-08-20,11,1
12260,5,10,1,2021-12-08,21,1
12261,2,4,3,2021-11-18,7,1
12262,7,2,2,2021-10-08,13,0
12263,1,5,2,2021-10-28,16,0
12264,4,2,3,2021-09-07,23,0
12265,3,2,1,2021-11-25,13,0
12266,10,1,1,2021-10-15,14,0
12267,2,9,2,2021-08-23,15,0
12268,10,6,1,2021-09-24,22,1
12269,2,4,1,2021-11-02,25,1
12270,4,7,3,2021-12-07,12,1
12271,9,2,1,2021-10-01,25,1
12272,7,1,1,2021-11-05,19,1
12273,2,2,3,2021-08-11,28,1
12274,7,7,1,2021-11-18,29,0
12275,10,1,1,2021-08-04,28,1
12276,8,6,2,2021-08-13,19,0
12277,5,4,3,2021-09-26,14,1
12278,7,3,2,2021-08-19,19,0
12279,1,8,3,2021-09-24,8,0
12280,5,4,3,2021-12-23,14,1
12281,8,8,2,2021-10-10,16,1
12282,3,10,2,2021-12-16,15,0
12283,10,1,2,2021-09-22,29,1
12284,10,4,3,2021-08-01,26,1
12285,3,3,3,2021-10-23,23,0
12286,4,10,1,2021-12-19,2,1
12287,9,10,1,2021-12-03,7,0
12288,9,9,1,2021-08-09,10,1
12289,10,1,3,2021-11-22,20,1
12290,2,10,1,2021-09-19,7,1
12291,7,1,3,2021-10-02,12,1
12292,3,9,2,2021-08-20,4,1
12293,8,3,3,2021-10-10,28,1
12294,2,1,1,2021-12-30,8,0
12295,2,4,3,2021-10-07,14,1
12296,8,5,3,2021-10-04,12,1
12297,3,5,3,2021-10-04,19,0
12298,7,3,2,2021-08-29,14,1
12299,8,1,3,2021-09-08,28,1
12300,9,5,3,2021-10-04,7,1
12301,9,1,3,2021-09-14,13,1
12302,5,3,2,2021-10-26,8,0
12303,6,4,3,2021-12-11,21,1
12304,6,5,1,2021-11-11,26,1
12305,6,10,2,2021-10-10,20,0
12306,4,10,1,2021-11-22,19,1
12307,3,6,3,2021-10-05,11,1
12308,10,10,1,2021-09-18,20,1
12309,9,1,1,2021-10-03,23,0
12310,8,3,1,2021-09-13,21,1
12311,9,7,3,2021-12-25,28,0
12312,9,3,1,2021-12-04,4,0
12313,3,2,3,2021-09-10,7,1
